海上钢琴师 La leggenda del pianista sull'oceano,9.3,朱塞佩·托纳多雷,蒂姆·罗斯 / 普路特·泰勒·文斯 / 比尔·努恩 / 克兰伦斯·威廉姆斯三世 / 梅兰尼·蒂埃里 / 皮特·沃恩 / 尼尔·奥布赖恩 / 阿尔贝托·巴斯克斯 / 加布里埃莱·拉维亚 / 科里·巴克 / 西德尼·科尔 / Luigi De Luca / 尼古拉·迪·平托 / 费米·依鲁福祖 / 伊斯顿·盖奇 / 凯文·麦克纳利 / 布莱恩·普林格 / 沙拉·鲁宾 / 希思科特·威廉姆斯 / 阿妮妲·扎格利亚 / 安吉洛·迪洛雷塔,1998, 意大利,"'剧情', '音乐'",205905
机器人总动员 WALL·E,9.3,安德鲁·斯坦顿,本·贝尔特 / 艾丽莎·奈特 / 杰夫·格尔林 / 佛莱德·威拉特 / 西格妮·韦弗 / MacInTalk / 约翰·拉岑贝格 / 凯茜·纳基麦 / 泰迪·牛顿 / 鲍伯·伯根 / 洛丽·理查德森 / 吉姆·瓦德 / 彼特·道格特 / 安德鲁·斯坦顿 / 杰夫·皮金 / 约翰·齐甘 / 米凯·麦高万 / 雪莉·琳恩 / 克莱特·惠特克 / 唐纳德·富利洛夫 / 罗里·艾伦 / 杰斯·哈梅尔 / 拉瑞恩·纽曼 / 扬·拉布森 / 保罗·伊丁,2008, 美国,"'科幻', '动画', '冒险'",141895
三傻大闹宝莱坞 3 Idiots,9.2,拉吉库马尔·希拉尼,阿米尔·汗 / 卡琳娜·卡普尔 / 马达范 / 沙尔曼·乔希 / 奥米·瓦依达 / 博曼·伊拉尼 / 莫娜·辛格 / 拉杰夫·拉宾德拉纳特安,2009, 印度,"'剧情', '喜剧', '爱情', '歌舞'",228698
楚门的世界 The Truman Show,9.3,彼得·威尔,金·凯瑞 / 劳拉·琳妮 / 艾德·哈里斯 / 诺亚·艾默里奇 / 娜塔莎·麦克艾霍恩,1998, 美国,"'剧情', '科幻'",171460
放牛班的春天 Les choristes,9.3,克里斯托夫·巴拉蒂,热拉尔·朱尼奥 / 弗朗索瓦·贝莱昂 / 凯德·麦拉德 / 让-保罗·博奈雷 / 玛丽·布奈尔 / 让-巴蒂斯特·莫尼耶 / 马科森斯·珀林 / 格雷戈里·加迪诺尔 / 托马斯·布伦门塔尔 / 西里尔·伯尔尼科特 / 西蒙·法戈特 / 泰奥杜尔·卡雷-卡赛尼 / 菲利普·杜·詹纳兰德 / 埃里克·德斯玛莱茨 / 狄迪尔·弗拉蒙 / 雅克·贝汉,2004, 法国 / 瑞士 / 德国,"'剧情', '音乐'",131777
星际穿越 Interstellar,9.3,克里斯托弗·诺兰,马修·麦康纳 / 安妮·海瑟薇 / 杰西卡·查斯坦 / 卡西·阿弗莱克 / 迈克尔·凯恩 / 马特·达蒙 / 麦肯吉·弗依 / 蒂莫西·柴勒梅德 / 艾伦·伯斯汀 / 约翰·利思戈 / 韦斯·本特利 / 大卫·吉亚西 / 比尔·欧文 / 托弗·戈瑞斯 / 科莱特·沃夫 / 弗朗西斯·X·麦卡蒂 / 安德鲁·博尔巴 / 乔什·斯图沃特 / 莱雅·卡里恩斯 / 利亚姆·迪金森 / 杰夫·赫普内尔 / 伊莱耶斯·加贝尔 / 布鲁克·史密斯 / 大卫·奥伊罗 / 威廉姆·德瓦内 / 拉什·费加 / 格里芬·弗雷泽 / 弗洛拉·诺兰,2014, 美国 / 英国 / 加拿大 / 冰岛,"'剧情', '科幻', '冒险'",222044
大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,刘镇伟,周星驰 / 吴孟达 / 朱茵 / 蔡少芬 / 蓝洁瑛 / 莫文蔚 / 罗家英 / 刘镇伟 / 陆树铭 / 李健仁,1995, 中国香港 / 中国大陆,"'喜剧', '爱情', '奇幻', '古装'",141861
熔炉 도가니,9.3,黄东赫,孔侑 / 郑有美 / 金志映 / 金贤秀 / 郑仁絮 / 白承焕 / 张光 / 严孝燮,2011, 韩国,'剧情',126399
龙猫 となりのトトロ,9.2,宫崎骏,日高法子 / 坂本千夏 / 糸井重里 / 岛本须美 / 北林谷荣 / 高木均 / 雨笠利幸 / 丸山裕子 / 广濑正志 / 鹫尾真知子 / 铃木玲子 / 千叶繁 / 龙田直树 / 鳕子 / 西村朋纮 / 石田光子 / 神代知衣 / 中村大树 / 水谷优子 / 平松晶子 / 大谷育江,1988, 日本,"'动画', '奇幻', '冒险'",138888
无间道 無間道,9.2,刘伟强,刘德华 / 梁朝伟 / 黄秋生 / 曾志伟 / 郑秀文 / 陈慧琳 / 陈冠希 / 余文乐 / 杜汶泽 / 林家栋 / 萧亚轩,2002, 中国香港,"'剧情', '悬疑', '犯罪'",102675
教父 The Godfather,9.3,弗朗西斯·福特·科波拉,马龙·白兰度 / 阿尔·帕西诺 / 詹姆斯·肯恩 / 理查德·卡斯特尔诺 / 罗伯特·杜瓦尔 / 斯特林·海登 / 约翰·马利 / 理查德·康特 / 艾尔·勒提埃里 / 黛安·基顿 / 阿贝·维高达 / 塔莉娅·夏尔 / 吉亚尼·罗素 / 约翰·凯泽尔 / 鲁迪·邦德 / 兰尼·蒙大拿,1972, 美国,"'剧情', '犯罪'",90396
疯狂动物城 Zootopia,9.2,拜伦·霍华德,金妮弗·古德温 / 杰森·贝特曼 / 伊德里斯·艾尔巴 / 珍妮·斯蕾特 / 内特·托伦斯 / 邦尼·亨特 / 唐·雷克 / 汤米·钟 / J·K·西蒙斯 / 奥克塔维亚·斯宾瑟 / 艾伦·图代克 / 夏奇拉 / 雷蒙德·S·佩尔西 / 德拉·萨巴 / 莫里斯·拉马奇 / 菲尔·约翰斯顿 / 约翰·迪·马吉欧 / 凯蒂·洛斯 / 吉塔·雷迪 / 杰西·科尔蒂 / 汤米·利斯特 / 乔希·达拉斯 / 瑞奇·摩尔 / 凯斯·索西 / 彼得·曼斯布里奇 / 拜伦·霍华德 / 杰拉德·布什 / 马克·史密斯 / 乔西·特立尼达 / 约翰·拉维尔 / 克里斯汀·贝尔 / 吉尔·科德斯 / 梅利莎·古德温,2016, 美国,"'喜剧', '动画', '冒险'",215220
当幸福来敲门 The Pursuit of Happyness,9.1,加布里埃莱·穆奇诺,威尔·史密斯 / 贾登·史密斯 / 坦迪·牛顿 / 布莱恩·豪威  / 詹姆斯·凯伦 / 丹·卡斯泰兰尼塔 / 柯特·富勒 / 塔卡尤·费舍尔 / 凯文·韦斯特 / 乔治·张 / 戴维·迈克尔·西尔弗曼 / 多米尼克·博夫 / 杰弗·卡伦 / 乔伊芙·拉文 / 斯科特·克拉斯,2006, 美国,"'剧情', '家庭', '传记'",143804
怦然心动 Flipped,9.0,罗伯·莱纳,玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮 / 安东尼·爱德华兹 / 约翰·马奥尼 / 佩内洛普·安·米勒 / 艾丹·奎因 / 凯文·韦斯曼 / 摩根·莉莉 / 瑞安·克茨纳 / 吉莉安·普法夫 / 迈克尔·博萨 / 博·勒纳 / 杰奎琳·埃沃拉 / 泰勒·格鲁秀斯 / 艾莉·布莱恩特 / 阿什莉·泰勒 / 伊瑟尔·布罗萨德 / 科迪·霍恩 / 迈克尔·博尔顿 / 肖恩·哈珀 / 斯戴芬妮·斯考特 / 帕特丽夏·伦茨 / 马修·戈尔德 / 阿罗拉·凯瑟琳·史密斯 / 凯莉·唐纳利 / 索菲亚·撒高 / 米歇尔·梅斯默 / Scott Joel Gizicki / Rod Myers / Kara Pacitto / Katelyn Pacitto,2010, 美国,"'剧情', '喜剧', '爱情'",247367
触不可及 Intouchables,9.2,奥利维埃·纳卡什,弗朗索瓦·克鲁塞 / 奥玛·希 / 安娜·勒尼 / 奥德雷·弗勒罗 / 托马·索利韦尔,2011, 法国,"'剧情', '喜剧'",138783
蝙蝠侠：黑暗骑士 The Dark Knight,9.2,克里斯托弗·诺兰,克里斯蒂安·贝尔 / 希斯·莱杰 / 艾伦·艾克哈特 / 迈克尔·凯恩 / 玛吉·吉伦哈尔 / 加里·奥德曼 / 摩根·弗里曼 / 莫尼克·加布里埃拉·库尔内 / 罗恩·迪恩 / 基里安·墨菲 / 黄经汉 / 内斯特·卡博内尔 / 埃里克·罗伯茨 / 里特奇·科斯特 / 安东尼·迈克尔·豪尔 / 基斯·斯扎拉巴基克 / 柯林·麦克法兰 / 约书亚·哈尔托 / 美琳达·麦格劳 / 内森·甘宝 / 迈克尔·维约 / 迈克尔·斯托扬诺夫 / 威廉·斯米利 / 丹尼·高德林 / 迈克尔·加·怀特 / 马修·奥尼尔 / 威廉·菲克纳 / 欧鲁米基·欧拉乌米 / 格雷格·比姆 / 爱利克·赫尔曼 / 毕崔斯·罗森 / 文森佐·尼克力 / 陈冠希,2008, 美国 / 英国,"'剧情', '动作', '科幻', '惊悚', '犯罪'",105067
活着,9.2,张艺谋,葛优 / 巩俐 / 姜武 / 牛犇 / 郭涛 / 张璐 / 倪大红 / 肖聪 / 董飞 / 刘天池 / 董立范 / 黄宗洛 / 刘燕瑾 / 李连义 / 杨同顺,1994, 中国大陆 / 中国香港,"'剧情', '家庭', '历史'",95203
控方证人 Witness for the Prosecution,9.6,比利·怀德,泰隆·鲍华 / 玛琳·黛德丽 / 查尔斯·劳顿 / 爱尔莎·兰切斯特 / 约翰·威廉姆斯 / 亨利·丹尼尔 / 伊安·沃尔夫 / 托林·撒切尔 / 诺玛·威登 / 尤娜·奥康纳 / 茹塔·李,1957, 美国,"'剧情', '悬疑', '犯罪'",62591
乱世佳人 Gone with the Wind,9.3,维克多·弗莱明,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,1939, 美国,"'剧情', '爱情', '历史', '战争'",80701
少年派的奇幻漂流 Life of Pi,9.0,李安,苏拉·沙玛 / 伊尔凡·可汗 / 拉菲·斯波 / 阿迪勒·侯赛因 / 塔布 / 阿尤什·坦东 / 加塔姆·贝鲁尔 / 阿彦·汗 / 穆德·阿巴斯·卡勒里 / 维比什·希瓦库玛 / 热拉尔·德帕迪约 / 詹姆斯·塞托 / 俊·奈托 / 安德里亚·迪·斯戴法诺 / 沙拉万提·塞纳特 / 王柏杰 / 柯一正 / 黄健玮,2012, 美国 / 中国台湾 / 英国 / 加拿大,"'剧情', '奇幻', '冒险'",210560
摔跤吧！爸爸 Dangal,9.0,涅提·蒂瓦里,阿米尔·汗 / 法缇玛·萨那·纱卡 / 桑亚·玛荷塔 / 阿帕尔夏克提·库拉那 / 沙克希·坦沃 / 塞伊拉·沃西 / 苏哈妮·巴特纳格尔 / 里特维克·萨霍里 / 吉里什·库卡尼,2016, 印度,"'剧情', '家庭', '传记', '运动'",206815
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,彼得·杰克逊,维果·莫腾森 / 伊利亚·伍德 / 西恩·奥斯汀 / 丽芙·泰勒 / 伊恩·麦克莱恩 / 奥兰多·布鲁姆 / 凯特·布兰切特 / 米兰达·奥图 / 安迪·瑟金斯 / 雨果·维文 / 多米尼克·莫纳汉 / 比利·博伊德 / 马尔顿·索克斯 / 卡尔·厄本 / 克里斯托弗·李 / 约翰·瑞斯-戴维斯,2003, 美国 / 新西兰,"'剧情', '动作', '奇幻', '冒险'",50739
飞屋环游记 Up,9.0,彼特·道格特,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 戴尔里·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,2009, 美国,"'剧情', '喜剧', '动画', '冒险'",128304
鬼子来了,9.2,姜文,姜文 / 香川照之 / 袁丁 / 姜宏波 / 丛志军 / 喜子 / 泽田谦也 / 李海滨 / 蔡卫东 / 陈述 / 陈莲梅 / 史建全 / 陈强 / 宫路佳具 / 吴大维 / 梶冈润一 / 石山雄大 / 述平 / 姜武,2000, 中国大陆,"'剧情', '历史', '战争'",68593
十二怒汉 12 Angry Men,9.4,西德尼·吕美特,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼  / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,1957, 美国,'剧情',61461
天空之城 天空の城ラピュタ,9.1,宫崎骏,田中真弓 / 横泽启子 / 初井言荣 / 寺田农 / 常田富士男 / 永井一郎 / 糸博 / 鹫尾真知子 / 神山卓三 / 安原义人 / 槐柳二 / 鳕子,1986, 日本,"'动画', '奇幻', '冒险'",67270
寻梦环游记 Coco,9.1,李·昂克里奇,安东尼·冈萨雷斯 / 盖尔·加西亚·贝纳尔 / 本杰明·布拉特 / 阿兰娜·乌巴赫 / 芮妮·维克托 / 杰米·卡米尔 / 阿方索·阿雷奥 / 赫伯特·西古恩萨 / 加布里埃尔·伊格莱西亚斯 / 隆巴多·博伊尔 / 安娜·奥菲丽亚·莫吉亚 / 娜塔丽·科尔多瓦 / 赛琳娜·露娜 / 爱德华·詹姆斯·奥莫斯 / 索菲亚·伊斯皮诺萨 / 卡拉·梅迪纳 / 黛娅娜·欧特里 / 路易斯·瓦尔德斯 / 布兰卡·阿拉切利 / 萨尔瓦多·雷耶斯 / 切奇·马林 / 奥克塔维·索利斯 / 约翰·拉岑贝格,2017, 美国,"'喜剧', '动画', '音乐', '奇幻'",241397
末代皇帝 The Last Emperor,9.2,贝纳尔多·贝托鲁奇,尊龙 / 陈冲 / 邬君梅 / 彼得·奥图尔 / 英若诚 / 吴涛 / 黄自强 / 丹尼斯·邓恩 / 坂本龙一 / 马吉·汉 / 里克·扬 / 田川洋行 / 苟杰德 / 理查德·吴 / 皱缇格 / 陈凯歌 / 卢燕 / 区亨利 / 陈述 / 樊光耀 / 鲍皓昕 / 黄文捷 / 邵茹贞 / 亨利·基 / 张良斌 / 梁冬 / 康斯坦丁·格雷戈里 / 黄汉琪 / 王涛 / 宋怀桂 / 蔡鸿翔 / 程淑艳 / 张天民,1987, 英国 / 意大利 / 中国大陆 / 法国,"'剧情', '传记', '历史'",80356
天堂电影院 Nuovo Cinema Paradiso,9.2,朱塞佩·托纳多雷,安东内拉·阿蒂利 / 恩佐·卡拉瓦勒 / 艾萨·丹尼埃利 / 里奥·故罗塔 / 马克·莱昂纳蒂 / 普佩拉·玛奇奥 / 阿格妮丝·那诺 / 莱奥波多·特里耶斯泰 / 萨瓦特利·卡西欧 / 尼古拉·迪·平托 / 罗伯塔·蕾娜 / 尼诺·戴罗佐 / 雅克·贝汉 / 菲利普·努瓦雷 / 玛丽娜·朱迪切 / 比阿特丽斯·帕姆 / 罗斯科·阿巴克尔 / 茹涅·阿斯托尔 / 伊格纳齐奥·巴尔萨莫 / 碧姬·芭铎 / 约翰·巴里摩尔 / 伊萨·巴尔齐扎 / 英格丽·褒曼 / 维尔玛·班基 / 克拉拉·卡拉马伊 / 查理·卓别林 / 加里·库珀 / 奥利维娅·德哈维兰 / 维托里奥·德西卡 / 柯克·道格拉斯 / 埃罗尔·弗林 / 布丽吉特·佛西 / 让·迦本 / 克拉克·盖博 / 葛丽泰·嘉宝 / 维托里奥·加斯曼 / 马西莫·吉洛蒂 / 法利·格兰杰 / 加里·格兰特 / 乔治亚·黑尔 / 劳伦斯·哈维 / 海伦·海丝 / 路易·茹韦 / 安娜·马尼亚尼 / 西尔瓦娜·曼加诺 / 马塞洛·马斯楚安尼 / 阿梅德奥·纳扎里 / 苏济·普里姆 / 唐娜·里德 / 简·拉塞尔 / 罗莎琳德·拉塞尔 / 伊冯娜·桑松 / 玛丽亚·雪儿 / 瑙玛·希拉 / 西蒙·西涅莱 / 阿尔贝托·索尔迪 / 詹姆斯·斯图尔特 / 朱塞佩·托纳多雷 / 托托 / 斯宾塞·屈塞 / 克莱尔·特雷弗 / 鲁道夫·瓦伦蒂诺 / 阿莉达·瓦利 / 约翰·韦恩,1988, 意大利 / 法国,"'剧情', '爱情'",77168
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,刘镇伟,周星驰 / 吴孟达 / 罗家英 / 蓝洁瑛 / 莫文蔚 / 江约诚 / 陆树铭 / 刘镇伟 / 朱茵 / 李健仁,1995, 中国香港 / 中国大陆,"'喜剧', '爱情', '奇幻', '古装'",67442
哈尔的移动城堡 ハウルの動く城,9.0,宫崎骏,倍赏千惠子 / 木村拓哉 / 美轮明宏 / 我修院达也 / 神木隆之介 / 伊崎充则 / 大泉洋 / 大塚明夫 / 原田大二郎 / 加藤治子 / 都筑香弥子,2004, 日本,"'动画', '奇幻', '冒险'",90709
罗马假日 Roman Holiday,9.0,威廉·惠勒,奥黛丽·赫本 / 格利高里·派克 / 埃迪·艾伯特 / 哈特利·鲍尔 / 哈考特·威廉姆斯 / 玛格丽特·罗林斯 / 托里奥·卡米纳提 / Paolo Carlini / Claudio Ermelli / 保拉·布鲁布尼 / 里佐·弗雷多里佐,1953, 美国,"'剧情', '喜剧', '爱情'",100575
搏击俱乐部 Fight Club,9.0,大卫·芬奇,爱德华·诺顿 / 布拉德·皮特 / 海伦娜·伯翰·卡特 / 扎克·格雷尼尔 / 米特·洛夫 / 杰瑞德·莱托 / 艾恩·贝利 / 里奇蒙德·阿奎特  / 乔治·马奎尔,1999, 美国 / 德国,"'剧情', '动作', '悬疑', '惊悚'",111403
闻香识女人 Scent of a Woman,9.0,马丁·布莱斯特,阿尔·帕西诺 / 克里斯·奥唐纳 / 詹姆斯·瑞布霍恩 / 加布里埃尔·安瓦尔 / 菲利普·塞默·霍夫曼 / 理查德·文彻 / 布莱德利·惠特福德 / 罗谢尔·奥利弗 / Margaret Eginton / Tom Riis Farrell / Nicholas Sadler / 托德·路易斯 / 马特·史密斯 / 吉恩·坎菲尔德 / 弗兰西丝·康罗伊,1992, 美国,'剧情',100821
素媛 소원,9.2,李濬益,薛景求 / 严志媛 / 李来 / 金海淑 / 金相浩 / 罗美兰 / 杨真诚,2013, 韩国,'剧情',75498
辩护人 변호인,9.2,杨宇硕,宋康昊 / 吴达洙 / 金英爱 / 郭度沅 / 任时完,2013, 韩国,'剧情',81595
何以为家 كفرناحوم,9.1,娜丁·拉巴基,赞恩·阿尔·拉菲亚 / 约丹诺斯·希费罗 / 博鲁瓦蒂夫·特雷杰·班科尔 / 卡萨尔·艾尔·哈达德 / 法迪·尤瑟夫 / 海塔·塞德拉·伊扎姆 / 阿拉·乔什涅 / 娜丁·拉巴基 / 埃利亚斯·库利 / 努尔·艾尔·侯赛尼,2018, 黎巴嫩 / 法国 / 美国,'剧情',128229
窃听风暴 Das Leben der Anderen,9.1,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃 / 马蒂娜·格德克 / 塞巴斯蒂安·科赫 / 乌尔里希·图库尔 / 托马斯·蒂梅 / 汉斯-尤韦·鲍尔 / 沃克马·克莱纳特 / 马提亚斯·布伦纳 / 查理·哈纳 / 赫伯特·克瑙普 / 巴斯蒂安·特罗斯特 / 玛丽·格鲁伯 / 维尔纳·德恩 / 马丁·布拉巴赫 / 托马斯·阿诺德 / 辛纳克·勋纳曼 / 路德韦格·布洛克伯格 / 迈克尔·格伯 / 吉塔·施维赫夫 / 希尔德加德·斯罗德 / 伊嘉·比肯费尔德 / 凯·伊沃·保利兹 / 克劳斯·芒斯特,2006, 德国,"'剧情', '悬疑'",77588
